apprehension_date,apprehension_state,apprehension_aor,location
2023-12-29,FLORIDA,Miami Area of Responsibility,Miami
2023-12-29,,Philadelphia Area of Responsibility,Philadelphia
2023-12-29,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2023-12-29,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2023-12-29,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2023-12-29,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-12-29,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2023-12-29,RHODE ISLAND,Boston Area of Responsibility,Boston
2023-12-29,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2023-12-29,WEST VIRGINIA,Philadelphia Area of Responsibility,Philadelphia
2023-12-29,,Philadelphia Area of Responsibility,Philadelphia
2023-12-29,,Detroit Area of Responsibility,Detroit
2023-12-29,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2023-12-29,MASSACHUSETTS,Boston Area of Responsibility,Boston
2023-12-29,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-12-29,OHIO,Detroit Area of Responsibility,Detroit
2023-12-29,MARYLAND,Baltimore Area of Responsibility,Baltimore
2023-12-29,,Salt Lake City Area of Responsibility,Salt Lake City
2023-12-29,HAWAII,San Francisco Area of Responsibility,San Francisco
2023-12-29,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-12-29,,New Orleans Area of Responsibility,New Orleans
2023-12-29,NORTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-12-29,FLORIDA,Miami Area of Responsibility,Miami
2023-12-29,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-12-29,VIRGINIA,Washington Area of Responsibility,Washington
2023-12-29,OKLAHOMA,Dallas Area of Responsibility,Dallas
2023-12-29,,Detroit Area of Responsibility,Detroit
2023-12-29,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2023-12-29,FLORIDA,Miami Area of Responsibility,Miami
2023-12-29,NEW JERSEY,Newark Area of Responsibility,Newark
2023-12-29,FLORIDA,Miami Area of Responsibility,Miami
2023-12-29,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2023-12-29,,Newark Area of Responsibility,Newark
2023-12-29,OKLAHOMA,Dallas Area of Responsibility,Dallas
2023-12-29,NORTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-12-29,,Dallas Area of Responsibility,Dallas
2023-12-29,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2023-12-29,,Dallas Area of Responsibility,Dallas
2023-12-29,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-12-29,,Atlanta Area of Responsibility,Atlanta
2023-12-29,,,#VALUE!
2023-12-29,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-12-29,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2023-12-29,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2023-12-29,,Dallas Area of Responsibility,Dallas
2023-12-29,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-12-29,NEW YORK,New York City Area of Responsibility,New York City
2023-12-29,,Chicago Area of Responsibility,Chicago
2023-12-29,,Dallas Area of Responsibility,Dallas
2023-12-29,NORTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-12-29,,New Orleans Area of Responsibility,New Orleans
2023-12-29,ALABAMA,New Orleans Area of Responsibility,New Orleans
2023-12-29,TEXAS,El Paso Area of Responsibility,El Paso
2023-12-29,MISSOURI,Chicago Area of Responsibility,Chicago
2023-12-29,NEW YORK,New York City Area of Responsibility,New York City
2023-12-29,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2023-12-29,NEW JERSEY,Newark Area of Responsibility,Newark
2023-12-29,MARYLAND,Baltimore Area of Responsibility,Baltimore
2023-12-29,,Dallas Area of Responsibility,Dallas
2023-12-29,ALABAMA,New Orleans Area of Responsibility,New Orleans
2023-12-29,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2023-12-29,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-12-29,ALABAMA,New Orleans Area of Responsibility,New Orleans
2023-12-29,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-12-29,OREGON,Seattle Area of Responsibility,Seattle
2023-12-29,ALABAMA,New Orleans Area of Responsibility,New Orleans
2023-12-29,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2023-12-29,,Newark Area of Responsibility,Newark
2023-12-29,,Los Angeles Area of Responsibility,Los Angeles
2023-12-29,,New Orleans Area of Responsibility,New Orleans
2023-12-29,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-12-29,OKLAHOMA,Dallas Area of Responsibility,Dallas
2023-12-29,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2023-12-29,,Phoenix Area of Responsibility,Phoenix
2023-12-29,MINNESOTA,St. Paul Area of Responsibility,St. Paul
2023-12-29,,New Orleans Area of Responsibility,New Orleans
2023-12-29,ALABAMA,New Orleans Area of Responsibility,New Orleans
2023-12-29,WEST VIRGINIA,Philadelphia Area of Responsibility,Philadelphia
2023-12-29,NEW JERSEY,Newark Area of Responsibility,Newark
2023-12-29,WASHINGTON,Seattle Area of Responsibility,Seattle
2023-12-29,MISSOURI,Chicago Area of Responsibility,Chicago
2023-12-29,ALABAMA,New Orleans Area of Responsibility,New Orleans
2023-12-29,NEVADA,Salt Lake City Area of Responsibility,Salt Lake City
2023-12-29,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2023-12-29,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-12-29,,Philadelphia Area of Responsibility,Philadelphia
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,,Philadelphia Area of Responsibility,Philadelphia
2023-12-29,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-12-29,MASSACHUSETTS,Boston Area of Responsibility,Boston
2023-12-29,,St. Paul Area of Responsibility,St. Paul
2023-12-29,,Phoenix Area of Responsibility,Phoenix
2023-12-29,NEW JERSEY,Newark Area of Responsibility,Newark
2023-12-29,OHIO,Detroit Area of Responsibility,Detroit
2023-12-29,KANSAS,Chicago Area of Responsibility,Chicago
2023-12-29,MASSACHUSETTS,Boston Area of Responsibility,Boston
2023-12-29,NEW JERSEY,Newark Area of Responsibility,Newark
2023-12-29,,Harlingen Area of Responsibility,Harlingen
2023-12-29,KENTUCKY,Chicago Area of Responsibility,Chicago
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,NEBRASKA,St. Paul Area of Responsibility,St. Paul
2023-12-29,TEXAS,El Paso Area of Responsibility,El Paso
2023-12-29,OKLAHOMA,Dallas Area of Responsibility,Dallas
2023-12-29,OHIO,Detroit Area of Responsibility,Detroit
2023-12-29,KENTUCKY,Chicago Area of Responsibility,Chicago
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,KENTUCKY,Chicago Area of Responsibility,Chicago
2023-12-29,WISCONSIN,Chicago Area of Responsibility,Chicago
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2023-12-29,,Phoenix Area of Responsibility,Phoenix
2023-12-29,MASSACHUSETTS,Boston Area of Responsibility,Boston
2023-12-29,CALIFORNIA,San Francisco Area of Responsibility,San Francisco
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2023-12-29,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2023-12-29,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2023-12-29,ALABAMA,New Orleans Area of Responsibility,New Orleans
2023-12-29,ALABAMA,New Orleans Area of Responsibility,New Orleans
2023-12-29,ARIZONA,Phoenix Area of Responsibility,Phoenix
2023-12-29,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2023-12-29,COLORADO,Denver Area of Responsibility,Denver
2023-12-29,NEVADA,Salt Lake City Area of Responsibility,Salt Lake City
2023-12-29,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2023-12-29,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-12-29,,Phoenix Area of Responsibility,Phoenix
2023-12-29,MARYLAND,Baltimore Area of Responsibility,Baltimore
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,,,#VALUE!
2023-12-29,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2023-12-29,MARYLAND,Baltimore Area of Responsibility,Baltimore
2023-12-29,CALIFORNIA,San Diego Area of Responsibility,San Diego
2023-12-29,,,#VALUE!
2023-12-29,CALIFORNIA,San Francisco Area of Responsibility,San Francisco
2023-12-29,,,#VALUE!
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,MICHIGAN,Detroit Area of Responsibility,Detroit
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,,,#VALUE!
2023-12-29,,,#VALUE!
2023-12-29,TEXAS,El Paso Area of Responsibility,El Paso
2023-12-29,TEXAS,El Paso Area of Responsibility,El Paso
2023-12-29,TEXAS,El Paso Area of Responsibility,El Paso
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2023-12-29,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2023-12-29,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2023-12-29,,Phoenix Area of Responsibility,Phoenix
2023-12-29,,Denver Area of Responsibility,Denver
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,,Phoenix Area of Responsibility,Phoenix
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,,,#VALUE!
2023-12-29,FLORIDA,Miami Area of Responsibility,Miami
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-29,,Houston Area of Responsibility,Houston
2023-12-29,,,#VALUE!
2023-12-29,NEW JERSEY,Newark Area of Responsibility,Newark
2023-12-29,,Phoenix Area of Responsibility,Phoenix
2023-12-29,TEXAS,Houston Area of Responsibility,Houston
2023-12-30,ARIZONA,Phoenix Area of Responsibility,Phoenix
2023-12-30,,,#VALUE!
2023-12-30,,,#VALUE!
